name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"Bold Face Wash - Insta White",273500679,20330,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.864,1.044,grocerapp-bold-face-wash-insta-60507977e9a2a.jpeg,"grocerapp-bold-face-wash-insta-60507977e9a2a.jpeg,grocerapp-bold-face-wash-insta-60507977e9a2a.jpeg",assets/images/product_images/,1
"Herbal Essences Conditioner White Strawberry & Sweet Mint",62009298,20264,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-herbal-essences-conditioner-white-strawberry-5fb4f55409ddb.jpeg,"grocerapp-herbal-essences-conditioner-white-strawberry-5fb4f55409ddb.jpeg,grocerapp-herbal-essences-conditioner-white-strawberry-5fb4f55409ddb.jpeg",assets/images/product_images/,1
"Listerine Ready Tabs",57668837,22972,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.062,1.242,grocerapp-listerine-ready-tabs-5f5c7a6b7d901.jpeg,"grocerapp-listerine-ready-tabs-5f5c7a6b7d901.jpeg,grocerapp-listerine-ready-tabs-5f5c7a6b7d901.jpeg",assets/images/product_images/,1
"Nivea Men Deep Black Carbon",97550262,24574,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-men-deep-black-carbon-619f2fd7b9ad6.jpeg,"grocerapp-nivea-men-deep-black-carbon-619f2fd7b9ad6.jpeg,grocerapp-nivea-men-deep-black-carbon-619f2fd7b9ad6.jpeg",assets/images/product_images/,1
"Bold Black Collection Noir",762815690,9193,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.296,1.476,grocerapp-bold-black-collection-noir-60b1e81506800.jpeg,"grocerapp-bold-black-collection-noir-60b1e81506800.jpeg,grocerapp-bold-black-collection-noir-60b1e81506800.jpeg",assets/images/product_images/,1
"Neutrogena Face Wash Oil Balancing",575645069,424,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.0564,3.2363999999999997,grocerapp-neutrogena-face-wash-oil-balancing-61920cd7596bd.jpeg,"grocerapp-neutrogena-face-wash-oil-balancing-61920cd7596bd.jpeg,grocerapp-neutrogena-face-wash-oil-balancing-61920cd7596bd.jpeg",assets/images/product_images/,1
"Delite Rose Hand Sanitizer",182927987,2088,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-delite-rose-hand-sanitizer-5f3bb9f3f252c.jpeg,"grocerapp-delite-rose-hand-sanitizer-5f3bb9f3f252c.jpeg,grocerapp-delite-rose-hand-sanitizer-5f3bb9f3f252c.jpeg",assets/images/product_images/,1
"Nivea Shower Men Deep",938664900,26196,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-nivea-shower-men-deep-60d02bad95a4d.jpeg,"grocerapp-nivea-shower-men-deep-60d02bad95a4d.jpeg,grocerapp-nivea-shower-men-deep-60d02bad95a4d.jpeg",assets/images/product_images/,1
"Salt Range Pink Salt Lip Balm | Product of USA",882893506,4739,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.17,1.3499999999999999,grocerapp-salt-range-pink-salt-lip-6030c5f0e9db3.jpeg,"grocerapp-salt-range-pink-salt-lip-6030c5f0e9db3.jpeg,grocerapp-salt-range-pink-salt-lip-6030c5f0e9db3.jpeg",assets/images/product_images/,1
"Nivea for Men Silver Protect Deodorant",416962141,7231,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-for-men-silver-protect-5e6bd750e7293.jpeg,"grocerapp-nivea-for-men-silver-protect-5e6bd750e7293.jpeg,grocerapp-nivea-for-men-silver-protect-5e6bd750e7293.jpeg",assets/images/product_images/,1
"Nivea Men Dry Impact Plus Deodorant",966682124,17020,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-men-dry-impact-plus-6055923b81ac1.jpeg,"grocerapp-nivea-men-dry-impact-plus-6055923b81ac1.jpeg,grocerapp-nivea-men-dry-impact-plus-6055923b81ac1.jpeg",assets/images/product_images/,1
"Nivea Men Fresh Active Deodorant",750836688,9733,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-men-fresh-active-deodorant-5e6bdef1a1ca0.jpeg,"grocerapp-nivea-men-fresh-active-deodorant-5e6bdef1a1ca0.jpeg,grocerapp-nivea-men-fresh-active-deodorant-5e6bdef1a1ca0.jpeg",assets/images/product_images/,1
"Smart Collection Hugo Body Spray",887225243,24123,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2564,1.4364,grocerapp-smart-collection-hugo-body-spray-5fb4c1600d97d.jpeg,"grocerapp-smart-collection-hugo-body-spray-5fb4c1600d97d.jpeg,grocerapp-smart-collection-hugo-body-spray-5fb4c1600d97d.jpeg",assets/images/product_images/,1
"Hunca She Fun Deodorant Spray",239638722,5374,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-hunca-she-is-fun-deodorant-5f83fb37e7dd7.jpeg,"grocerapp-hunca-she-is-fun-deodorant-5f83fb37e7dd7.jpeg,grocerapp-hunca-she-is-fun-deodorant-5f83fb37e7dd7.jpeg",assets/images/product_images/,1
"Colgate Extra Clean Duo Pack Tooth Brush",587905388,1141,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.63,0.8099999999999999,grocerapp-colgate-extra-clean-duo-pack-5f0bf8f2d153c.jpeg,"grocerapp-colgate-extra-clean-duo-pack-5f0bf8f2d153c.jpeg,grocerapp-colgate-extra-clean-duo-pack-5f0bf8f2d153c.jpeg",assets/images/product_images/,1
"Fogg Monarch Body Spray",575746851,18312,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-fogg-monarch-body-spray-5f2e3d0a381fc.jpeg,"grocerapp-fogg-monarch-body-spray-5f2e3d0a381fc.jpeg,grocerapp-fogg-monarch-body-spray-5f2e3d0a381fc.jpeg",assets/images/product_images/,1
"MOTHER COMFORT BIG SAVER EXTRA LARGE 10PCS",625327018,3727,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-mother-comfort-big-saver-extra-624c1cebd1e7a.jpeg,"grocerapp-mother-comfort-big-saver-extra-624c1cebd1e7a.jpeg,grocerapp-mother-comfort-big-saver-extra-624c1cebd1e7a.jpeg",assets/images/product_images/,1
"Nivea Men Cool Kick Deodorant",447270783,5324,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-men-cool-kick-deodorant-60b88516d91e9.jpeg,"grocerapp-nivea-men-cool-kick-deodorant-60b88516d91e9.jpeg,grocerapp-nivea-men-cool-kick-deodorant-60b88516d91e9.jpeg",assets/images/product_images/,1
"Neuage Hand Sanitizer",446418132,22158,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.252,0.432,grocerapp-neuage-hand-sanitizer-5ee3674de5926.jpeg,"grocerapp-neuage-hand-sanitizer-5ee3674de5926.jpeg,grocerapp-neuage-hand-sanitizer-5ee3674de5926.jpeg",assets/images/product_images/,1
"Bold PRESTIGE Perfume Body Spray",189682805,21080,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.242,1.422,grocerapp-bold-prestige-perfume-body-spray-5ede43dc90ed7.jpeg,"grocerapp-bold-prestige-perfume-body-spray-5ede43dc90ed7.jpeg,grocerapp-bold-prestige-perfume-body-spray-5ede43dc90ed7.jpeg",assets/images/product_images/,1
"Clere Body Lotion Fire For Men",522030618,6870,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.54,0.72,grocerapp-clere-hand-body-lotion-200ml-5f4d015cdccaf.jpeg,"grocerapp-clere-hand-body-lotion-200ml-5f4d015cdccaf.jpeg,grocerapp-clere-hand-body-lotion-200ml-5f4d015cdccaf.jpeg",assets/images/product_images/,1
"Strong Hold Hair Wax",47417300,15577,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7919999999999999,0.972,grocerapp-strong-hold-hair-wax-5f5083c3ab09d.jpeg,"grocerapp-strong-hold-hair-wax-5f5083c3ab09d.jpeg,grocerapp-strong-hold-hair-wax-5f5083c3ab09d.jpeg",assets/images/product_images/,1
"Bold OUD Inactiveir Body Spray",865618139,5076,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-bold-oud-inactiveir-body-spray-605c3ac1e898d.jpeg,"grocerapp-bold-oud-inactiveir-body-spray-605c3ac1e898d.jpeg,grocerapp-bold-oud-inactiveir-body-spray-605c3ac1e898d.jpeg",assets/images/product_images/,1
"Treet Comfort Safety Razor",884833425,10216,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8099999999999999,0.99,grocerapp-treet-comfort-safty-razor-with-5e6d118fca355.png,"grocerapp-treet-comfort-safty-razor-with-5e6d118fca355.png,grocerapp-treet-comfort-safty-razor-with-5e6d118fca355.png",assets/images/product_images/,1
"Bold Life Revive Body Spray",586564863,15537,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.314,1.494,grocerapp-bold-life-revive-body-spray-5edf35c621393.jpeg,"grocerapp-bold-life-revive-body-spray-5edf35c621393.jpeg,grocerapp-bold-life-revive-body-spray-5edf35c621393.jpeg",assets/images/product_images/,1
"Krone Noir Grey Entity Spray",801070975,19450,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2096,1.3896,grocerapp-krone-noir-grey-entity-spray-602a185c89539.jpeg,"grocerapp-krone-noir-grey-entity-spray-602a185c89539.jpeg,grocerapp-krone-noir-grey-entity-spray-602a185c89539.jpeg",assets/images/product_images/,1
"Palmolive Naturals Moisturizing Glow Bar Soap",631384644,7469,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.1368,0.31679999999999997,grocerapp-palmolive-naturals-moisturizing-glow-bar-63102e1214836.jpeg,"grocerapp-palmolive-naturals-moisturizing-glow-bar-63102e1214836.jpeg,grocerapp-palmolive-naturals-moisturizing-glow-bar-63102e1214836.jpeg",assets/images/product_images/,1
"Colgate Double Action Medium Tooth Brush",742240299,16617,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.27,0.45,grocerapp-colgate-double-action-medium-tooth-5e6ce69e30c99.jpeg,"grocerapp-colgate-double-action-medium-tooth-5e6ce69e30c99.jpeg,grocerapp-colgate-double-action-medium-tooth-5e6ce69e30c99.jpeg",assets/images/product_images/,1
"Gillette Fusion Manual Shaving Razor Carts 4s",573606628,11842,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,8.478,8.658,grocerapp-gillette-fusion-catridge-5e6bc2e3b39da.jpeg,"grocerapp-gillette-fusion-catridge-5e6bc2e3b39da.jpeg,grocerapp-gillette-fusion-catridge-5e6bc2e3b39da.jpeg",assets/images/product_images/,1
"Bold ALLURE Perfume Body Spray",481763855,12884,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.242,1.422,grocerapp-bold-allure-perfume-body-spray-5ede429f98754.jpeg,"grocerapp-bold-allure-perfume-body-spray-5ede429f98754.jpeg,grocerapp-bold-allure-perfume-body-spray-5ede429f98754.jpeg",assets/images/product_images/,1
"WBM Antibacterial Hand Sanitizer Lavender 50ML",334722557,16986,1,1,3,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39239999999999997,0.5724,grocerapp-wbm-care-hand-sanitizer-lavender-602e5fef72853.jpeg,"grocerapp-wbm-care-hand-sanitizer-lavender-602e5fef72853.jpeg,grocerapp-wbm-care-hand-sanitizer-lavender-602e5fef72853.jpeg",assets/images/product_images/,1
"Gillette Series Sensitive Shave Gel",686192314,26204,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-gillette-series-sensitive-shave-gel-5e6c717904696.png,"grocerapp-gillette-series-sensitive-shave-gel-5e6c717904696.png,grocerapp-gillette-series-sensitive-shave-gel-5e6c717904696.png",assets/images/product_images/,1
"Nivea Men Black and White White fresh",270347141,5177,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.692,1.8719999999999999,grocerapp-nivea-men-black-and-white-603deb7acca88.jpeg,"grocerapp-nivea-men-black-and-white-603deb7acca88.jpeg,grocerapp-nivea-men-black-and-white-603deb7acca88.jpeg",assets/images/product_images/,1
"Bold Zero Aqua",160057462,2184,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-bold-zero-aqua-60757554875d6.jpeg,"grocerapp-bold-zero-aqua-60757554875d6.jpeg,grocerapp-bold-zero-aqua-60757554875d6.jpeg",assets/images/product_images/,1
"BOLD LIFE DEO SPRAY 120ML ELECTRIC",907258713,6225,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.404,1.5839999999999999,grocerapp-bold-life-deo-spray-120ml-60506cb5eeedc.jpeg,"grocerapp-bold-life-deo-spray-120ml-60506cb5eeedc.jpeg,grocerapp-bold-life-deo-spray-120ml-60506cb5eeedc.jpeg",assets/images/product_images/,1
"Dove Lotion Purely Pampering",998506702,22790,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.926,2.106,grocerapp-dove-lotion-purely-pampering-5e6ca50306a42.png,"grocerapp-dove-lotion-purely-pampering-5e6ca50306a42.png,grocerapp-dove-lotion-purely-pampering-5e6ca50306a42.png",assets/images/product_images/,1
"Protex Hand Sanitizer 55ml",248117516,9059,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-protex-hand-sanitizer-62273318ae557.jpeg,"grocerapp-protex-hand-sanitizer-62273318ae557.jpeg,grocerapp-protex-hand-sanitizer-62273318ae557.jpeg",assets/images/product_images/,1
"Loreal Excellence Color Dark Chestnut Brown 3",636324969,8319,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,5.5764,5.7564,grocerapp-loreal-excellence-color-dark-chestnut-5f34d5c15aafc.jpeg,"grocerapp-loreal-excellence-color-dark-chestnut-5f34d5c15aafc.jpeg,grocerapp-loreal-excellence-color-dark-chestnut-5f34d5c15aafc.jpeg",assets/images/product_images/,1
"PONDS AGE MIRACLE DAY CREAM ANTI WRINKLE",321789297,5315,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.87,4.05,grocerapp-ponds-age-miracle-day-cream-610b82fde1dd6.jpeg,"grocerapp-ponds-age-miracle-day-cream-610b82fde1dd6.jpeg,grocerapp-ponds-age-miracle-day-cream-610b82fde1dd6.jpeg",assets/images/product_images/,1
"Gillette Fusion Proglide Razor",753212348,12865,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.9779999999999998,4.1579999999999995,grocerapp-gillette-fusion-proglide-razor-5e6c138d25da6.jpeg,"grocerapp-gillette-fusion-proglide-razor-5e6c138d25da6.jpeg,grocerapp-gillette-fusion-proglide-razor-5e6c138d25da6.jpeg",assets/images/product_images/,1
"Armaf Odyssey Homme Body Spray",46671013,25574,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-armaf-odyssey-homme-body-spray-5f180e2d89538.jpeg,"grocerapp-armaf-odyssey-homme-body-spray-5f180e2d89538.jpeg,grocerapp-armaf-odyssey-homme-body-spray-5f180e2d89538.jpeg",assets/images/product_images/,1
"Axe After Shave Smooth Cedarwood Black",284195151,11327,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.8324,2.0124,grocerapp-axe-after-shave-smooth-cedarwood-6050a6b782e30.jpeg,"grocerapp-axe-after-shave-smooth-cedarwood-6050a6b782e30.jpeg,grocerapp-axe-after-shave-smooth-cedarwood-6050a6b782e30.jpeg",assets/images/product_images/,1
"Fa Exotic Garden Fruity Scent Body Spray",297014611,968,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4364,1.6164,grocerapp-fa-exotic-garden-fruity-scent-60e0145ae1d26.jpeg,"grocerapp-fa-exotic-garden-fruity-scent-60e0145ae1d26.jpeg,grocerapp-fa-exotic-garden-fruity-scent-60e0145ae1d26.jpeg",assets/images/product_images/,1
"SHE SPECIAL DEO SPRAY 150ML",247519749,8686,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-she-special-deo-spray-150ml-5f83ffbe37c63.jpeg,"grocerapp-she-special-deo-spray-150ml-5f83ffbe37c63.jpeg,grocerapp-she-special-deo-spray-150ml-5f83ffbe37c63.jpeg",assets/images/product_images/,1
"Fa Lychee Body Spray",358135431,7390,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-fa-lychee-body-spray-6104eda9606bf.jpeg,"grocerapp-fa-lychee-body-spray-6104eda9606bf.jpeg,grocerapp-fa-lychee-body-spray-6104eda9606bf.jpeg",assets/images/product_images/,1
"Krone Noir White Potion Spray",43102145,11933,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2564,1.4364,grocerapp-krone-noir-white-potion-spray-602a19c8ee6b8.jpeg,"grocerapp-krone-noir-white-potion-spray-602a19c8ee6b8.jpeg,grocerapp-krone-noir-white-potion-spray-602a19c8ee6b8.jpeg",assets/images/product_images/,1
"Palmolive Hand Sanitizer Mint & Eucalyptus",681253405,15075,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.44,1.6199999999999999,grocerapp-palmolive-hand-sanitizer-mint--5fb651dc54391.jpeg,"grocerapp-palmolive-hand-sanitizer-mint--5fb651dc54391.jpeg,grocerapp-palmolive-hand-sanitizer-mint--5fb651dc54391.jpeg",assets/images/product_images/,1
"SHE SPECIAL DEO SPRAY 150ML",838145827,23862,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-she-is-special-deo-spray-5f8401ebb4f2f.jpeg,"grocerapp-she-is-special-deo-spray-5f8401ebb4f2f.jpeg,grocerapp-she-is-special-deo-spray-5f8401ebb4f2f.jpeg",assets/images/product_images/,1
"SHIELD BAMBOO TOOTH BRUSH",614703956,17279,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.648,0.828,grocerapp-shield-bamboo-tooth-brush-61235f525b112.jpeg,"grocerapp-shield-bamboo-tooth-brush-61235f525b112.jpeg,grocerapp-shield-bamboo-tooth-brush-61235f525b112.jpeg",assets/images/product_images/,1
"Nivea Energy Day Cream",761120172,16197,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.78,3.96,grocerapp-nivea-energy-day-cream-60ab8185ed9cd.jpeg,"grocerapp-nivea-energy-day-cream-60ab8185ed9cd.jpeg,grocerapp-nivea-energy-day-cream-60ab8185ed9cd.jpeg",assets/images/product_images/,1
"Palmolive Men Anti-Dandruff Shampoo (Imported)",317666105,17133,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6199999999999999,1.8,grocerapp-palmolive-men-anti-dandruff-shampoo-imported-5ff9947a45f86.jpeg,"grocerapp-palmolive-men-anti-dandruff-shampoo-imported-5ff9947a45f86.jpeg,grocerapp-palmolive-men-anti-dandruff-shampoo-imported-5ff9947a45f86.jpeg",assets/images/product_images/,1
"Bold Deodorant Body Spray Wild",324904857,23689,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.972,1.152,grocerapp-bold-deodorant-body-spray-wild-614998d4965d7.jpeg,"grocerapp-bold-deodorant-body-spray-wild-614998d4965d7.jpeg,grocerapp-bold-deodorant-body-spray-wild-614998d4965d7.jpeg",assets/images/product_images/,1
"Hunca She Love Deodorant Spray",503461434,7933,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-hunca-she-is-love-deodorant-5f83fac814f17.jpeg,"grocerapp-hunca-she-is-love-deodorant-5f83fac814f17.jpeg,grocerapp-hunca-she-is-love-deodorant-5f83fac814f17.jpeg",assets/images/product_images/,1
"Nivea Energy Night Cream",991135401,14780,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.78,3.96,grocerapp-nivea-energy-night-cream-60ab827778735.jpeg,"grocerapp-nivea-energy-night-cream-60ab827778735.jpeg,grocerapp-nivea-energy-night-cream-60ab827778735.jpeg",assets/images/product_images/,1
"Palmolive Naturals Hydrating Glow",376352620,3367,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.20879999999999999,0.3888,grocerapp-palmolive-naturals-hydrating-glow-6246fa814eca2.jpeg,"grocerapp-palmolive-naturals-hydrating-glow-6246fa814eca2.jpeg,grocerapp-palmolive-naturals-hydrating-glow-6246fa814eca2.jpeg",assets/images/product_images/,1
"Bold Deodorant Body Spray Party",504221635,19645,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.972,1.152,grocerapp-bold-deodorant-body-spray-party-6149956e81b8e.jpeg,"grocerapp-bold-deodorant-body-spray-party-6149956e81b8e.jpeg,grocerapp-bold-deodorant-body-spray-party-6149956e81b8e.jpeg",assets/images/product_images/,1
"Bold Life Vintage Body Spray",680268683,3934,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.314,1.494,grocerapp-bold-life-vintage-body-spray-5edf2879dee45.jpeg,"grocerapp-bold-life-vintage-body-spray-5edf2879dee45.jpeg,grocerapp-bold-life-vintage-body-spray-5edf2879dee45.jpeg",assets/images/product_images/,1
"Garnier Color Natural Intense Dark Red 4.6 Hair Color",307857242,6194,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-color-natural-intense-dark-606713c85e528.jpeg,"grocerapp-garnier-color-natural-intense-dark-606713c85e528.jpeg,grocerapp-garnier-color-natural-intense-dark-606713c85e528.jpeg",assets/images/product_images/,1
"ST.IVES ENERGIZING COCONUT & COFFEE SCRUB",586819140,19101,1,1,4,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.926,2.106,grocerapp-stives-energizing-coconut-coffee-610a7d6372103.jpeg,"grocerapp-stives-energizing-coconut-coffee-610a7d6372103.jpeg,grocerapp-stives-energizing-coconut-coffee-610a7d6372103.jpeg",assets/images/product_images/,1
